,target,text
694,0,"['that', 'is', 'just', 'too', 'sad', 'and', 'horribl']"
1041,4,"['in', 'fair', 'he', 'smell', 'good']"
108,0,"['mtv', 'award', 'are', 'not', 'on', 'in', 'my', 'area']"
942,4,"['lol', 'exercis', 'yes', 'brain', 'gym', 'yes', 'i', 'did']"
844,4,"['i', 'know', 'i', 'm', 'overdo', 'the', 'anchorman', 'thing', 'but', 'goddamn', 'i', 'just', 'had', 'to', 'get', 'that', 'one', 'in', 'there', 'it', 'was', 'too', 'perfect']"
1224,4,"['yay', 'william', 'i', 'saw', 'your', 'video', 'and', 'i', 'm', 'sorri', 'about', 'what', 'happen', 'i', 'hope', 'it', 'get', 'better', 'soon']"
73,0,"['i', 'need', 'a', 'hug', 'and', 'less', 'cynic', 'it', 's', 'make', 'me', 'depress']"
375,0,"['espn', 'bought', 'the', 'footbal', 'from', 'setanta']"
902,4,"['lol', 'she', 'is', 'definatley', 'insan', 'if', 'you', 'couldnt', 'tell', 'from', 'the', 'start', 'then', 'you', 'wernt', 'pay', 'much', 'attent', 'ppl']"
1054,4,"['will', 'be', 'away', 'for', 'a', 'few', 'minut', 'now', 'lunch', 'hehe', 'x']"
111,0,"['you', 'met', 'the', 'fan', 'on', 'wednesday', 'at', 'hilton', 's', 'bar', 'meet', 'us', 'haha', 'i', 'know', 'you', 'tire', 'but', 'we', 'spent', 'lost', 'of', 'money', 'here', 'just', 'to', 'see', 'you']"
799,0,"['work', 'on', 'a', 'powerpoint', 'present', 'for', 'work', 'with', 'lot', 'of', 'excel', 'diagram', 'just', 'don', 't', 'have', 'time', 'and', 'peac', 'for', 'this', 'kind', 'of', 'work', 'in', 'offic']"
1537,4,"['anytim', 'girl', 'i', 'got', 'to', 'go', 'eat', 'breakfast', 'and', 'finish', 'gather', 'my', 'stuff', 'for', 'school', 'lyla']"
615,0,"['ugh', 'just', 'got', 'out', 'of', 'work', 'i', 'think', 'i', 'm', 'a', 'dang', 'taxi', 'for', 'ppl', 'but', 'i', 'just', 'can', 't', 'say', 'no', 'o', 'well', 'it', 'my', 'fault']"
1018,4,"['mmmm', 'slim', 'fast', 'and', 'a', 'fruit', 'cup', 'yummi', 'breakfast']"
172,0,"['our', 'red', 'tail', 'hawk', 'has', 'to', 'go', 'to', 'a', 'rehabilitat', 'now']"
394,0,"['sore', 'as', 'helllll', 'mother', 'day', 'though', 'i', 'm', 'not', 'a', 'mother', 'no', 'present']"
1555,4,"['spread', 'the', 'cheer', 'today', 's', 'a', 'good', 'day']"
970,4,"['gt', 'quot', 'street', 'dream', 'are', 'made', 'of', 'these', 'who', 'am', 'to', 'd', 'sagre', 'quot', '4th', 'rti', 'love', 'th', 's', 'song']"
384,0,"['i', 'just', 'got', 'a', 'screencap', 'of', 'your', 'follow', 'at', '496', '000', 'or', 'so', 'omg', 'you', 're', 'either', 'so', 'close', 'or', 'twitter', 'is', 'mess', 'up', 'again']"
355,0,"['i', 'm', 'up', 'earli', 'i', 'wish', 'i', 'was', 'go', 'to', 'bamboozl']"
568,0,"['i', 'm', 'sorri', 'have', 'you', 'talk', 'to', 'her', 'much', 'in', 'the', 'past', 'i', 'm', 'jealous', 'you', 'got', 'to', 'talk', 'to', 'her', 'ha', 'ha', 'even', 'an', 'argument', 'is', 'good']"
202,0,"['hey', 'tom', 'i', 'm', 'wait', 'for', 'you', 'back', 'to', 'brazil', 'cuz', 'i', 'didn', 't', 'go', 'to', 'your', 'last', 'concert', 'here', 'are', 'you', 'come', 'in', 'octob']"
304,0,['exac']
508,0,"['i', 'm', 'sorri', 'i', 'had', 'to', 'cancel', 'earlier', 'my', 'dear', 'i', 'would', 'invit', 'you', 'over', 'now', 'but', 'i', 'have', 'a', 'feel', 'it', 's', 'too', 'late', 'feel', 'free', 'though']"
691,0,"['sorri', 'i', 'didn', 't', 'know', 'you', 'were', 'dvr', 'ing', 'it']"
326,0,"['write', 'an', 'imposs', 'research', 'paper', 'that', 'is', 'take', 'about', '5', 'hour', 'more', 'like', '7', 'dread', 'the', 'other', '2', 'essay', 'i', 'have', 'to', 'do', 'nexttt']"
219,0,"['nooooo', 'i', 'reckon', 'alan', 'like', 'it', 'it', 's', 'differ', 'it', 's', 'a', 'risk', 'he', 'like', 'risk', 'taker', 'c', 'mon', 'yas']"
687,0,"['out', 'of', 'my', 'favorit', 'rum']"
1596,4,"['cali', 'breezi', 'yea', 'i', 'can', 'confirm', 'that', 'i', 'have', 'reduc', 'over', '1000kb', 'in', 'size', 'alreadi', 'what', 'a', 'wond', 'news']"
1427,4,"['grad', 'parti', 'time']"
1042,4,"['thatboy', 'your', 'welcom', 'i', 'like', 'your', 'post']"
1125,4,"['now', 'hold', 'the', 'guin', 'world', 'record', 'f', 'm', 'one', 'in', '20', 'million']"
781,0,"['i', 'don', 't', 'like', 'tim', 'with', 'a', 'moustach']"
1029,4,"['yeah', 'they', 'are', 'quit', 'uncommon', 'i', 'onli', 'know', 'of', 'them', 'thank', 'to', 'gran', 'turismo']"
947,4,"['final', 'got', 'twitterfon', 'up', 'amp', 'run']"
1466,4,"['thank', 'long', 'time', 'no', 'tweeet', 'mr', 'billiam', 'it', 'is', 'command', 'r']"
480,0,"['just', 'got', 'on', 'to', 'do', 'colleg', 'work', 'think', 'bout', 'my', 'babi', 'darnel']"
210,0,"['is', 'sooooooooo', 'sore', 'like', 'everywher', 'hurt']"
877,4,"['yay', 'twitter', 'is', 'back', 'i', 'm', 'glad', 'i', 'was', 'onli', 'awak', 'for', '4', 'minut', 'of', 'this', 'mainten', 'crap']"
1168,4,"['whi', 'is', 'comfort', 'food', 'alway', 'bad', 'for', 'my', 'health', 'had', 'the', 'avocado', 'bacon', 'cheeseburg', 'anyway', 'to', 'help', 'concentr']"
904,4,"['cocabeenslinki', 'did', 'a', 'realli', 'cool', 'thing', 'with', 'a', 'bubbl', 'video', 'that', 'might', 'be', 'worth', 'look', 'into', 'too']"
974,4,"['my', 'dog', 'is', 'definit', 'cuter', 'than', 'your']"
739,0,"['the', 'imag', 'isn', 't', 'show', 'up', 'for', 'me']"
1464,4,"['jakob', 'sveistrup', 'concert', 'friday', 'next', 'week']"
1113,4,"['ah', 'how', 'love', 'i', 'hope', 'you', 'have', 'a', 'peac', 'and', 'relax', 'day', 'truli', 'cannot', 'wait', 'to', 'see', 'you', 'in', 'australia', 'x']"
1002,4,"['lol', 'no', 'im', 'not', 'a', 'quot', 'logo', 'design', 'person', 'quot', 'per', 'se', 'lol', 'but', 'i', 'happen', 'to', 'be', 'good', 'and', 'everyth', 'but', 'a', 'pro', 'at', 'noth']"
1256,4,"['yeah', 'we', 'see', 'you', 'struggl', 'lol', 'look', 'after', 'my', 'love', 'hiphopnonstoptv', 'xx']"
118,0,"['omg', 'my', 'bff', 'just', 'said', 'he', 'wouldn', 't', 'kiss', 'me', 'nasvega']"
567,0,"['which', 'is', 'whi', 'we', 'have', 'a', 'ginko', 'tree', 'just', 'nowher', 'to', 'put', 'it', 'it', 'was', 'a', 'gift', 'and', 'it', 's', 'still', 'in', 'it', 'pot']"
20,0,"['i', 'blame', 'josh', 'amp', 'bff', 'she', 'was', 'sick', 'earlier', 'amp', 'so', 'was', 'josh']"
1420,4,"['have', 'a', 'safe', 'journey', 'am', 'sure', 'it', 'will', 'be', 'better', 'than', 'the', 'last', 'travel', 'attempt', 'still', 'hope', 'i', 'might', 'see', 'u', 'in', 'chicago']"
466,0,"['them', 'long', 'nuong']"
1313,4,"['have', 'to', 'disagre', 'with', 'you', 'there', 'my', 'friend', 'i', 'm', 'shout', 'for', 'the', 'toffe', '2day']"
1070,4,"['welcom', 'moma', 'to', 'twitter']"
178,0,"['aw', 'sorri', 'to', 'hear', 'that', 'and', 'it', 'seem', 'so', 'full', 'of', 'life', 'yesterday', 'tbh', 'the', 'usb', 'went', 'on', 'a', 'friend', 'winmob', 'phone', 'hmmm']"
1535,4,"['got', 'the', 'album', 'in', 'the', 'mail', 'today', 'amp', 'a', 'poster', 'it', 'amaz', 'hey', 'babi', 'amp', 'turn', 'right', 'amp', 'befor', 'the', 'storm', 'are', 'my', 'fave', 'nice', 'done']"
491,0,"['take', 'my', 'sister', 'to', 'the', 'airport']"
274,0,"['whi', 'r', 'all', 'good', 'thing', 'depress', 'lol', 'the', 'onli', 'time', 'my', 'mood', 'swing', 'mad', 'is', 'dure', 'r', 'ship', 'issu', 'i', 'got', 'remind', 'of', 'it', 'today']"
1478,4,"['what', 'and', 'yes', 'i', 'will', 'make', 'sure', 'there', 'is', 'at', 'least', '10']"
708,0,"['my', 'cat', 'pull', 'on', 'the', 'electr', 'plug', 'until', 'it', 'was', 'halfway', 'out', 'then', 'zap', 'poor', 'girl', 'now', 'she', 's', 'skittish', 'and', 'need', 'hug', 'and', 'attent']"
1364,4,"['i', 'love', 'your', 'photo', 'of', 'use', 'the', 'half', 'pipe', 'look', 'like', 'an', 'excel', 'way', 'to', 'spend', 'the', 'afternoon', 'although', 'i', 'd', 'be', 'on', 'the', 'bottom']"
247,0,"['think', 'of', 'this', 'problem', 'i', 'dont', 'know', 'what', 'go', 'on', 'actual']"
290,0,"['that', 's', 'so', 'not', 'cool', 'i', 'am', 'sorri', 'for', 'you', 'as', 'a', 'portugues', 'canadian', 'woman', 'i', 'would', 'like', 'to', 'offer', 'my', 'apolog', 'for', 'her']"
1235,4,"['enjoy', 'the', 'view', 'do', 'you', 'have', 'ani', 'more', 'pic', 'to', 'share', 'with', 'us']"
212,0,"['ooooo', 'that', 'sandwich', 'i', 'had', 'just', 'isn', 't', 'sit', 'well', 'haven', 't', 'felt', 'good', 'at', 'all', 'today', 'shouldn', 't', 'of', 'eaten']"
24,0,"['awwww', 'my', 'poor', 'muffin', 'i', 'had', 'to', 'make', 'those', 'and', 'i', 'didnt', 'make', 'them', 'for', 'the', 'cat', 'he', 'took', 'the', 'whole', 'freakin', 'bag', 'and', 'ran', 'away', 'aw', 'man']"
576,0,"['i', 'went', 'to', 'that', 'concert', 'and', 'i', 'rememb', 'derek', 'and', 'mark', 'were', 'host', 'i', 'miss', 'see', 'bhb', 'at', 'the', 'grove']"
1199,4,"['aaaaaaaah', 'that', 'sound', 'mental']"
752,0,"['noth', 'that', 'interest', 'sit', 'at', 'bore', 'dead', 'end', 'job']"
1257,4,"['has', 'good', 'girl', 'go', 'bad', 'by', 'cobra', 'starship', 'and', 'leighton', 'meester', 'as', 'her', 'ring', 'tone']"
1458,4,"['cool', 'interview', 'w', 'dono', 'talk', 'about', 'your', 'philosophi', 'on', 'life', 'round', '6', '45', 'in', 'happi', 'bday', 'again']"
702,0,"['yeah', 'i', 'know', 'and', 'yeah', 'it', 's', 'pretti', 'good']"
498,0,"['oh', 'man', 'i', 'read', 'all', 'of', 'your', 'tweet', 'of', 'jon', 'and', 'kate', 'you', 'guy', 'were', 'right', 'this', 'is', 'tragic', 'sad', 'oh', 'man']"
1343,4,['thank']
989,4,"['thank', 'no', 'wonder', 'i', 'couldn', 't', 'find', 'it', 'i', 'll', 'take', 'my', 'out', 'of', 'the', 'mattress', 'now']"
913,4,"['oh', 'that', 's', 'cool', 'my', 'ex', 'had', 'a', 'band', 'so', 'i', 'spent', 'a', 'lot', 'of', 'time', 'home', 'alon', 'at', 'least', 'you', 're', 'bein', 'product', 'tonit']"
682,0,"['doubt', 'it', 'it', 's', 'a', 'sturday', 'night', 'not', 'good']"
952,4,"['go', 'outt', 'for', 'supper', 'tn', 'happi', 'mother', 'dayi']"
166,0,"['foolish', 'i', 'type', 'm', 'rkete', 'in', 'my', 'last', 'tweet', 'but', 'with', 'an', 'a', 'not', 'an', 'now', 'have', 'a', 'shed', 'load', 'of', 'relat', 'bot', 'and', 'or', 'twat', 'follow', 'me']"
400,0,"['is', 'realli', 'take', 'life', 'hard', 'right', 'now']"
322,0,"['i', 'love', 'bobbi', 'long', 'music', 'although', 'i', 'can', 't', 'find', 'it', 'anywher', 'to', 'download', 'it']"
1036,4,"['you', 'could', 'alway', 'go', 'to', 'seattl', 'i', 'think', 'they', 'should', 'have', 'some', 'cool', 'place']"
519,0,"['wait', 'for', 'my', 'laundri', 'to', 'dri', 'in', 'nephi', 'ut', 'yup', 'it', 's', '2', '47am']"
349,0,"['that', 'make', 'me', 'sad', 'that', 'peopl', 'would', 'be', 'mean', 'to', 'their', 'puppi', 'caus', 'it', 'was', 'act', 'like', 'a', 'puppi']"
1053,4,"['didn', 't', 'know', 'you', 'were', 'watch', 'the', 'new', 'dr', 'who', 'i', 'like', 'the', 'show', 'and', 'the', 'dr', 'too']"
171,0,"['so', 'so', 'burnt']"
925,4,"['just', 'got', 'sent', 'home', 'from', 'school', 'for', 'be', 'to', 'far', 'ahead', 'despit', 'miss', '3', 'week', 'of', 'school', 'woot']"
252,0,"['so', 'i', 'just', 'watch', 'the', 'video', 'by', 'taylor', 'swift', 'quot', 'you', 'belong', 'with', 'me', 'quot', 'it', 's', 'so', 'cute', 'but', 'happi', 'end', 'don', 't', 'happen', 'that', 'often']"
767,0,"['is', 'tire', 'but', 'have', 'to', 'do', 'her', 'geo', 'present']"
800,4,"['is', 'lookin', '4ward', 'to', 'a', 'long', 'weekend', 'realli', 'dont', 'want', 'to', 'go', 'to', 'work', '2day', 'tho', 'x']"
880,4,"['morn', 'world', 'it', 's', 'a', 'beauti', 'day', 'here', 's', 'hope', 'for', 'some', 'pathet', 'fallaci']"
1216,4,"['did', 'you', 'see', 'the', 'dinner', 'photo', 'that', 'i', 'send', 'to', 'you']"
511,0,"['i', 'wouldn', 't', 'know', 'how', 'to']"
1285,4,"['i', 'think', 'this', 'brilliant', 'perform', 'summar', 'my', 'thought', 'quit', 'well', 'thank', 'lifo']"
435,0,"['still', 'not', 'feelin', 'this', 'tweet', 'thing']"
1560,4,"['i', 'know', 'the', 'feel', 'so', 'again', 'i', 'have', 'the', 'confirm', 'come', 'from', 'you', 'it', 's', 'not', 'just', 'me']"
1594,4,"['surfer', 's', 'paradise']"
1220,4,"['great', 'dinner', 'tonight', 'mozambican', 'prawn']"
40,0,"['need', 'help', 'from', 'a', 'wordpress', 'theme', 'expert']"
194,0,"['bonjour', 'jet', 'lag', 'awak', 'so', 'earli', 'i', 'heard', 'the', 'ny', 'time', 'hit', 'the', 'front', 'step', 'that', 's', 'bad']"
969,4,"['whoo', 'ah', 'whoo', 'each', 'night', 'we', 'have', 'a', 'walk', 'it', 'almost', 'break', 'my', 'heart', 'becaus', 'im', 'so', 'afraid', 'we', 'll', 'have', 'to', 'part']"
619,0,"['are', 'peopl', 'protest', 'and', 'get', 'shot', 'at', 'how', 's', 'that', 'back', 'feel', 'rusti', 'x']"
153,0,"['i', 'know', 'exact', 'how', 'your', 'feel', 'im', 'curl', 'up', 'in', 'bed', 'right', 'now', 'witha', 'hot', 'water', 'bottl', 'not', 'fun', 'haha', 'hope', 'you', 'feel', 'better', 'x']"
1507,4,"['paul', 'scanlon', 'our', 'senior', 'pastor', 'now', 'thank', 'everyon', 'for', 'contribut', 'to', 'the', 'best', 'cherish', 'ever']"
743,0,"['mann', 'imma', 'b', 'runnin', 'around', 'all', 'damn', 'day', 'i', 'just', 'wana', 'sleep']"
698,0,"['lolllllll', 'yess', 'that', 'was', 'yesterday', 'i', 'would', 'meet', 'her', 'after', 'i', 'was', 'soak', 'from', 'the', 'rain', 'but', 'sunday', 'u', 'an', 'i', 'text', 'u']"
501,0,"['i', 'got', '8', 'blister', 'in', 'total', 'from', 'wednesday', 's', '2', 'hr', 'escapad']"
742,0,"['studi', 'i', 'have', 'a', 'few', 'of', 'exam', 'those', 'week', 'plus', 'i', 'have', 'an', 'headach']"
1133,4,"['it', '6', '36pm', 'in', 'the', 'love', 'albani', 'what', 'time', 'is', 'it', 'over', 'there', 'guy', 'love', 'to', 'here', 'from', 'you']"
1526,4,"['ooh', 'sound', 'like', 'you', 'did', 'good']"
1381,4,"['watch', 'camp', 'rock']"
1122,4,"['the', 'new', 'moon', 'teaser', 'is', 'great', 'it', 'must', 'be', 'the', 'new', 'director', 'jacob', 'is', 'a', 'hotti', 'now', 'i', 'wanna', 'see', 'the', 'rest', 'of', 'the', 'wolfpack', 'though']"
1219,4,"['the', 'brew', 'look', 'delici']"
729,0,"['is', 'work', 'and', 'bore']"
285,0,"['no', 'peopl', 'on', 'mmo', 'forum', 'are', 'say', 'it', 'take', 'from', '2', 'day', 'to', 'a', 'week', 'wtf', 'so', 'much', 'for', 'play', 'this', 'weekend']"
534,0,"['no', 'thyroid', 'problem', 'i', 'have', 'to', 'see', 'a', 'neurologist', 'as', 'appar', 'i', 'm', 'twitchi']"
52,0,"['my', 'nose', 'got', 'sunburn', 'amp', 'now', 'it', 'peel', 'ewww']"
217,0,"['get', 'readi', 'for', 'work', 'i', 'm', 'tire', 'of', 'smell', 'like', 'fri', 'and', 'look', 'like', 'i', 'had', 'a', 'fight', 'with', 'a', 'milkshak', 'no', 'not', 'mcdonald', 's', 'hun']"
1288,4,"['yeah', 'normal', 'i', 'do', 'when', 'im', 'out', 'with', 'my', 'older', 'cousin', 'but', 'my', 'parent', 'are', 'just', 'strict', 'but', 'im', 'a', 'junior', 'class', 'of', '10']"
364,0,"['that', 'suck', 'sorri', 'not', 'that', 'it', 'help']"
134,0,"['probabl', 'just', 'differ', 'welcom', 'to', 'proprietari', 'driver', 'develop']"
1379,4,"['everyth', 'bagel', 'perfect', 'toast', 'yum']"
522,0,"['how', 'dd', 'i', 'miss', 'you', 'all', 'wk', 'and', 'you', 'did', 'a', 'show', 'w', 'my', 'our', 'dear', 'amp', 'love', 'friend', 'divinepurposemv', 'i', 'miss', 'it', 'lt', '2', 'ff', 'must']"
157,0,"['it', 's', '8', '40', 'am', 'and', 'i', 'have', 'alreadi', 'finish', 'my', 'first', 'half', 'hour', 'of', 'work', 'don', 't', 'know', 'how', 'i', 'did', 'it', 'brain', 'is', 'still', 'half', 'asleep']"
825,4,"['im', 'put', 'skin', 'on', 'my', 'ipod']"
1445,4,"['im', 'take', 'a', 'break', 'from', 'mileycyrus', 'gossip', 'and', 'justinmgaston', 'mustin', 'news', 'besid', 'i', 'have', 'a', 'big', 'test', 'and', 'don', 't', 'need', 'to', 'thing', 'about', 'her', 'him']"
620,0,"['omg', 'realli', 'she', 'is', 'a', 'persist', 'one']"
438,0,"['sunday', 'night', 'get', 'readi', 'for', 'bed', 'and', 'a', 'full', 'week', 'at', 'work']"
968,4,"['amp', 'amp', 'i', 'll', 'confess', 'that', 'i', 'can', 'be', 'a', 'lil', 'selfish', 'smile']"
331,0,"['cheer', 'up']"
347,0,"['yeah', 'me', 'to']"
306,0,"['if', 'they', 'don', 't', 'win', 'i', 'will', 'cri', 'lol', 'just', 'kid', 'but', 'serious', 'they', 'have', 'too']"
1384,4,"['googl', 'wave', 'is', 'the', 'best']"
207,0,"['the', 'truth', 'is', 'aku', 'ga', 'tau', 'caranya', 'add', 'contact']"
864,4,"['if', 'so', 'can', 'you', 'share', 'that', 'tupac', 'memori', 'with', 'us']"
439,0,"['at', 'home', 'and', 'bore', 'as', 'hell', 'the', 'laker', '2', '2']"
1351,4,"['thank', 'for', 'the', 'follow', 'bro']"
239,0,"['i', 'think', 'i', 'have', 'an', 'eye', 'infect']"
1512,4,"['what', 'a', 'beauti', 'night', 'to', 'look', 'up', 'at', 'the', 'star', 'i', 'think', 'im', 'gonna', 'lay', 'out', 'on', 'the', 'blanket', 'and', 'do', 'just', 'that', 'i', 'wanna', 'see', 'a', 'shoot', 'star']"
553,0,"['spent', 'the', 'day', 'updat', 'my', 'portfolio', 'i', 'm', 'get', 'scare', 'about', 'this', 'portfolio', 'review', 'day', 'on', 'sat', '4', 'hrs', 'with', 'a', 'bunch', 'of', 'total', 'stranger']"
159,0,"['at', 'work', 'my', 'head', 'hurt', 'a', 'littl', 'due', 'to', 'my', 'neck', 'i', 'hate', 'when', 'i', 'sleep', 'wrong']"
48,0,"['and', 'i', 'luv', 'it', 'but', 'i', 'm', 'veri', 'hurt', 'that', 'onli', 'sam', 'goodi', 'had', 'the', 'album', 'in', 'my', 'citi', 'and', 'they', 'sold', 'out']"
572,0,"['but', 'i', 'just', 'figur', 'it', 'out', 'now', 'i', 'feel', 'like', 'an', 'idiot', 'for', 'not', 'back', 'them', 'up', 'befor']"
44,0,"['onc', 'the', 'concert', 'stori', 'start', 'rollin', 'in', 'i', 'might', 'have', 'to', 'go', 'into', 'hibern']"
259,0,"['can', 't', 'find', 'anyth', 'nice', 'to', 'wear', 'to', 'da', 'beach']"
417,0,"['just', 'use', 'my', 'new', 'devacurl', 'diffus', 'love', 'it', '5', 'star', 'not', 'like', 'my', 'new', 'hair', 'cut', 'though', 'a', 'littl', 'too', 'short']"
1218,4,"['mayb', 'someon', 'on', 'here', 'wil', 'recogn', 'him']"
689,0,"['you', 're', 'not', 'go', 'to', 'be', 'a', 'profession', 'blogger', 'i', 'have', 'mix', 'opinion']"
793,0,"['off', 'work', 'burnt', 'a', 'chunk', 'out', 'of', 'my', 'hand', 'from', 'the', 'grill']"
1270,4,"['buon', 'giorno', 'after', 'a', 'marathon', 'day', 'yesterday', 'i', 'don', 't', 'think', 'the', 'jet', 'lag', 'will', 'be', 'too', 'bad', 'coconut', 'gelato', 'is', 'current', 'my', 'favorit', 'flavor']"
1194,4,"['sound', 'great']"
1519,4,"['that', 's', 'so', 'cool', 'but', 'too', 'tempt', 'at', 'work']"
312,0,"['wish', 'i', 'had', 'marvel', 'misadventur', 'of', 'flap', 'jack', 'on', 'dvd']"
74,0,"['to', 'atascadeo', 'again', 'for', 'practic', 'text', 'tweet', 'myspac']"
10,0,"['i', 'want', 'to', 'go', 'home']"
60,0,"['i', 'think', 'mr', 'brand', 'that', 'u', 'at', 'least', 'owe', 'us', 'a', 'few', 'tweet', 'after', 'abandon', 'us', 'uk', 'gir', 'for', 'la', 'xx']"
109,0,"['no', 'more', 'ben', 'it', 'will', 'be', 'a', 'bittersweet', 'show', 'will', 'you', 'be', 'there']"
673,0,"['it', 's', 'monday', 'alreadi']"
243,0,"['awww', 'i', 'told', 'you', 'when', 'i', 'would', 'chang', 'it', 'i', 'suggest', 'you', 'tri', 'to', 'get', 'in', 'touch', 'w', 'dre', 's', 'peopl', 'lol']"
1276,4,"['ah', 'mate', 'enjoy', 'we', 'll', 'be', 'think', 'of', 'you', 'from', 'the', 'stuffi', 'hall']"
301,0,"['i', 'still', 'don', 't', 'understand', 'you', 'n', 'what', 'is', 'go', 'on', 'sigh', 'esp', 'w', 'all', 'ur', 'confus', 'quot', 'i', 'miss', 'u', 'crap', 'quot', 'i', 'am', 'piss', 'n', 'in', 'love', 'w', 'u', 'at', 'the', 'same', 'time']"
1346,4,"['at', 'univers']"
493,0,"['i', 'hope', 'i', 'dont', 'fail', 'i', 'hope', 'i', 'dont', 'need', 'my', 'palmcard', 'to', 'much', 'i', 'am', 'get', 'off', 'sooon', 'to', 'practic']"
89,0,"['so', 'upset', 'that', 'spring', 'break', 'is', 'like', 'over']"
1268,4,"['a', 'squirrel', 'say', 'to', 'a', 'tree', 'quot', 'i', 'did', 'not', 'store', 'ani', 'acorn', 'for', 'the', 'winter', 'so', 'i', 'am', 'dead', 'quot', 'it', 'is', 'funni', 'becaus', 'the', 'squirrel', 'is', 'dead', 'lol']"
1261,4,"['lol', 'nooo', 'i', 've', 'been', 'on', 'here', 'for', 'month', 'and', 'have', 'a', 'way', 'wors', 'attn', 'span', 'but', 'ok', 'mayb', 'watch', 'out', 'for', 'me']"
1396,4,"['welcom', 'back']"
54,0,"['i', 'can', 't', 'buy', 'the', 'album', 'i', 'm', 'sad', 'reason', 'australia', 'need', 'i', 'say', 'more', 'congrat', 'tho', 'and', 'all', 'the', 'best', 'of', 'luck', 'lt', '3']"
657,0,"['hey', 'twitter', 'fam', 'how', 'is', 'ur', 'weekend', 'goin', 'mine', 'sux', 'so', 'far', 'bcuz', 'i', 'caught', 'a', 'cold', 'i', 'hate', 'be', 'sick']"
490,0,"['dude', 'i', 'wish', 'i', 'could', 'come', 'up', 'this', 'weekend', 'sound', 'like', 'a', 'blast', 'but', 'i', 'have', 'so', 'much', 'go', 'on']"
820,4,"['of', 'cours', 'as', 'alway', 'jerri', 'want', 'some', 'tweak', 'to', 'the', 'cover', 'bah', 'it', 'wouldn', 't', 'annoy', 'me', 'so', 'much', 'if', 'he', 'wasn', 't', 'right']"
918,4,"['go', 'to', 'sainsburi', 'n', 'then', 'cutteslow', 'after', 'by', 'the', 'way', 'this', 'messag', 'is', 'sent', 'through', 'txt', 'not', 'web', 'x']"
1514,4,"['damn', 'procrastin', 'alway', 'behind', 'get', 'it', 'done', 'so', 'you', 'can', 'get', 'out', 'there', 'tomorrow']"
981,4,"['that', 's', 'awesom']"
1550,4,"['lol', 'same', 'here', 'man', 'well', 'i', 'm', 'glad', 'you', 'still', 'have', 'time', 'to', 'drop', 'by', 'and', 'hang', 'out', 'with', 'us', 'buddi']"
437,0,"['ahh', 'too', 'much', 'work', 'im', 'gonna', 'have', 'to', 'skip', 'walk', 'home', 'for', 'lunch', 'to', 'watch', 'cartoon']"
1536,4,"['if', 'two', 'car', 'roll', 'up', 'with', 'cheney', 'in', 'one', 'and', 'a', 'stranger', 'in', 'the', 'other', 'i', 'll', 'tell', 'my', 'kid', 'to', 'alway', 'go', 'with', 'the', 'stranger']"
88,0,"['crap', 'steve', 'job', 'had', 'a', 'liver', 'transplant', 'oh', 'man', 'that', 'not', 'good', 'lol']"
924,4,"['mojito', 'are', 'realli', 'good', 'hang', 'out', 'with', 'the', 'cova', 'famili', 'for', 'brittaney', 's', 'graduat']"
869,4,"['right', 'after', 'be', 'distract', 'by', 'loadingreadyrun', 's', 'wiki', 'ive', 'decid', 'to', 'start', 'get', 'on', 'with', 'some', 'of', 'weirdo', 'film', 'video', 'stuff']"
496,0,"['doe', 'not', 'like', 'the', 'heat', 'i', 'think', 'i', 'have', 'been', 'bitten', 'and', 'i', 'can', 't', 'stop', 'sneez']"
2,0,"['right', 'off', 'to', 'work', 'onli', '5', 'hour', 'to', 'go', 'until', 'i', 'm', 'free', 'xd']"
695,0,"['i', 'hae', 'this', 'game', 'lol']"
195,0,"['susah', 'emang', 'long', 'distanc', 'ituu', 'huhu', 'aku', 'juga', 'ngerasain']"
1088,4,"['well', 'i', 'said', 'that', 'cos', 'obvious', 'shaun', 'lt', '3', 's', 'himself', 'alot', 'so', 'i', 'lt', '3', 'you', 'alot', 'hahahahah']"
263,0,"['tough', 'choic', 'pay', 'my', 'phone', 'bill', 'or', 'go', 'to', 'new', 'york', 'unfortun', 'they', 'are', 'both', 'the', 'same', 'price']"
1568,4,"['just', 'back', 'from', 'bingo', 'w', 'famili', 'i', 'won', 'over', '1100', 'fun', 'night']"
570,0,"['that', 's', 'so', 'good', 'of', 'you', 'kin', 'unfortun', 'in', 'the', 'word', 'of', 'darci', 'quot', 'my', 'good', 'opinion', 'onc', 'lost', 'is', 'lost', 'forev', 'quot']"
891,4,"['travisfitzwat', 'carlton', 'better', 'get', 'on', 'it', 'i', 'just', 'lap', 'him', '2256', 'follow', 'as', 'of', 'this', 'morn', 'travi', 'i', 'm', 'comin', 'for', 'ya']"
505,0,"['no', 'rain', 'in', 'phoenix', 'tonight']"
796,0,"['you', 'miss', 'a', 'great', 'opportun', 'to', 'give', 'me', 'a', 'shout', 'out', 'in', 'the', 'show', 'quot', 'who', 's', 'scare', 'of', 'a', 'control', 'quot', 'quot', 'hodgi', 'might', 'be', 'quot']"
268,0,"['sorri', 'i', 'didn', 't', 'see', 'it', 'messag', 'jillian', 'and', 'ill', 'explain']"
1119,4,"['i', 'can', 'sleep', 'in', 'more', 'yay']"
1495,4,"['good', 'to', 'hear', 'we', 'are', 'all', 'here', 'for', 'u']"
